Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P6[6.70,18.03,0.00]=2.90;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=6.78;P7[2.90,24.00,0.00]=6.51;[8.34,20.43,0.72];19:21:04.220
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.81;P9[13.00,16.50,0.00]=6.76;P7[2.90,24.00,0.00]=6.44;[8.34,20.43,0.71];19:21:04.320
P6[6.70,18.03,0.00]=2.90;P5[13.00,24.00,0.00]=5.78;P9[13.00,16.50,0.00]=6.68;P7[2.90,24.00,0.00]=6.46;[8.35,20.43,0.70];19:21:04.420
P6[6.70,18.03,0.00]=2.93;P5[13.00,24.00,0.00]=5.79;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.45;[8.35,20.44,0.70];19:21:04.521
P6[6.70,18.03,0.00]=2.94;P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=6.77;P7[2.90,24.00,0.00]=6.46;[8.36,20.44,0.70];19:21:04.620
P6[6.70,18.03,0.00]=2.93;P5[13.00,24.00,0.00]=5.81;P9[13.00,16.50,0.00]=6.78;P7[2.90,24.00,0.00]=6.46;[8.35,20.44,0.72];19:21:04.720
P6[6.70,18.03,0.00]=2.91;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.76;P7[2.90,24.00,0.00]=6.42;[8.35,20.45,0.73];19:21:04.821
P6[6.70,18.03,0.00]=2.92;P5[13.00,24.00,0.00]=5.78;P9[13.00,16.50,0.00]=6.76;P7[2.90,24.00,0.00]=6.47;[8.35,20.44,0.72];19:21:04.920
P6[6.70,18.03,0.00]=2.90;P5[13.00,24.00,0.00]=5.80;P9[13.00,16.50,0.00]=6.70;P7[2.90,24.00,0.00]=6.39;[8.34,20.45,0.71];19:21:05.020
P6[6.70,18.03,0.00]=2.91;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=6.77;P7[2.90,24.00,0.00]=6.44;[8.34,20.45,0.73];19:21:05.120
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=7.28;P7[2.90,24.00,0.00]=6.44;[8.33,20.44,0.72];19:21:05.222
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.74;P7[2.90,24.00,0.00]=6.37;[8.32,20.44,0.68];19:21:05.321
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=7.24;P7[2.90,24.00,0.00]=6.43;[8.32,20.44,0.70];19:21:05.421
P6[6.70,18.03,0.00]=2.90;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=7.28;P7[2.90,24.00,0.00]=6.43;[8.32,20.44,0.72];19:21:05.522
P6[6.70,18.03,0.00]=2.55;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=7.25;P7[2.90,24.00,0.00]=6.42;[8.32,20.38,0.63];19:21:05.622
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.86;P9[13.00,16.50,0.00]=6.74;P7[2.90,24.00,0.00]=6.44;[8.32,20.39,0.67];19:21:05.720
P6[6.70,18.03,0.00]=2.91;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=7.18;P7[2.90,24.00,0.00]=6.46;[8.32,20.40,0.69];19:21:05.821
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.84;P7[2.90,24.00,0.00]=6.44;null;[8.32,20.40,0.71];19:21:05.918
P5[13.00,24.00,0.00]=5.79;P9[13.00,16.50,0.00]=7.28;P7[2.90,24.00,0.00]=6.41;null;[8.32,20.69,-0.06];19:21:06.017
P6[6.70,18.03,0.00]=2.92;P5[13.00,24.00,0.00]=5.79;P9[13.00,16.50,0.00]=6.79;P7[2.90,24.00,0.00]=6.44;[8.33,20.63,0.13];19:21:06.121
P6[6.70,18.03,0.00]=2.93;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=6.85;P7[2.90,24.00,0.00]=6.34;[8.31,20.60,0.31];19:21:06.221
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.79;P9[13.00,16.50,0.00]=7.30;P7[2.90,24.00,0.00]=6.44;[8.32,20.56,0.37];19:21:06.322
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=6.74;P7[2.90,24.00,0.00]=6.49;[8.33,20.51,0.48];19:21:06.420
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.83;P7[2.90,24.00,0.00]=6.39;null;[8.32,20.50,0.54];19:21:06.517
P6[6.70,18.03,0.00]=2.91;P5[13.00,24.00,0.00]=5.81;P9[13.00,16.50,0.00]=6.76;P7[2.90,24.00,0.00]=6.39;[8.32,20.49,0.58];19:21:06.621
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=6.74;P7[2.90,24.00,0.00]=6.40;[8.31,20.48,0.61];19:21:06.720
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.41;[8.31,20.47,0.65];19:21:06.821
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.87;P7[2.90,24.00,0.00]=6.43;null;[8.30,20.45,0.67];19:21:06.918
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.86;P9[13.00,16.50,0.00]=6.81;P7[2.90,24.00,0.00]=6.42;[8.30,20.45,0.70];19:21:07.021
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.84;P7[2.90,24.00,0.00]=6.42;[8.31,20.44,0.70];19:21:07.121
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.89;P9[13.00,16.50,0.00]=7.33;P7[2.90,24.00,0.00]=6.50;[8.31,20.42,0.73];19:21:07.222
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.86;P9[13.00,16.50,0.00]=6.76;P7[2.90,24.00,0.00]=6.47;[8.32,20.41,0.75];19:21:07.321
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=6.84;P7[2.90,24.00,0.00]=6.50;[8.33,20.40,0.77];19:21:07.421
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=5.81;P9[13.00,16.50,0.00]=6.64;P7[2.90,24.00,0.00]=6.42;[8.33,20.36,0.69];19:21:07.521
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.89;P9[13.00,16.50,0.00]=6.86;P7[2.90,24.00,0.00]=6.39;[8.31,20.38,0.72];19:21:07.621
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.80;P9[13.00,16.50,0.00]=7.26;P7[2.90,24.00,0.00]=6.46;[8.32,20.39,0.70];19:21:07.722
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.70;P7[2.90,24.00,0.00]=6.41;[8.32,20.35,0.67];19:21:07.822
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.86;P9[13.00,16.50,0.00]=6.80;P7[2.90,24.00,0.00]=6.39;[8.31,20.38,0.69];19:21:07.921
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=5.86;P9[13.00,16.50,0.00]=7.20;P7[2.90,24.00,0.00]=6.44;[8.31,20.34,0.69];19:21:08.023
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=5.82;P7[2.90,24.00,0.00]=6.48;null;[8.32,20.31,0.70];19:21:08.119
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.84;P7[2.90,24.00,0.00]=6.46;null;[8.33,20.33,0.70];19:21:08.218
P6[6.70,18.03,0.00]=2.90;P5[13.00,24.00,0.00]=5.82;P7[2.90,24.00,0.00]=6.44;null;[8.33,20.36,0.71];19:21:08.318
P6[6.70,18.03,0.00]=2.54;P5[13.00,24.00,0.00]=5.79;P9[13.00,16.50,0.00]=7.86;P7[2.90,24.00,0.00]=6.49;[8.34,20.31,0.57];19:21:08.423
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.82;P7[2.90,24.00,0.00]=6.44;null;[8.34,20.34,0.58];19:21:08.518
P6[6.70,18.03,0.00]=2.91;P5[13.00,24.00,0.00]=5.85;P7[2.90,24.00,0.00]=6.39;null;[8.33,20.37,0.63];19:21:08.618
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.81;P7[2.90,24.00,0.00]=6.51;null;[8.34,20.36,0.61];19:21:08.718
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=7.95;P7[2.90,24.00,0.00]=6.45;[8.33,20.37,0.66];19:21:08.823
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.86;P9[13.00,16.50,0.00]=7.32;P7[2.90,24.00,0.00]=6.44;[8.33,20.38,0.69];19:21:08.922
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=5.86;P7[2.90,24.00,0.00]=6.46;null;[8.33,20.33,0.68];19:21:09.018
P6[6.70,18.03,0.00]=2.64;P5[13.00,24.00,0.00]=5.82;P7[2.90,24.00,0.00]=6.41;null;[8.32,20.32,0.68];19:21:09.118
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=5.83;P7[2.90,24.00,0.00]=6.45;null;[8.33,20.29,0.65];19:21:09.219
P6[6.70,18.03,0.00]=2.62;P9[13.00,16.50,0.00]=8.46;P7[2.90,24.00,0.00]=6.42;null;[7.48,19.78,0.97];19:21:09.518
P6[6.70,18.03,0.00]=2.86;P7[2.90,24.00,0.00]=6.37;P9[13.00,16.50,0.00]=7.79;P5[13.00,24.00,0.00]=5.83;[7.68,19.95,0.58];19:21:09.622
P6[6.70,18.03,0.00]=2.84;P7[2.90,24.00,0.00]=6.36;P9[13.00,16.50,0.00]=7.79;P5[13.00,24.00,0.00]=5.85;[7.83,20.07,0.29];19:21:09.723
P6[6.70,18.03,0.00]=2.85;P7[2.90,24.00,0.00]=6.38;P5[13.00,24.00,0.00]=5.78;null;[7.95,20.17,0.12];19:21:09.818
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.84;P7[2.90,24.00,0.00]=6.39;null;[8.03,20.24,0.25];19:21:09.919
P6[6.70,18.03,0.00]=2.87;P9[13.00,16.50,0.00]=8.17;P5[13.00,24.00,0.00]=5.88;P7[2.90,24.00,0.00]=6.32;[8.08,20.30,0.37];19:21:10.022
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=7.43;P7[2.90,24.00,0.00]=6.39;[8.13,20.29,0.42];19:21:10.123
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=6.78;P7[2.90,24.00,0.00]=6.44;[8.17,20.32,0.52];19:21:10.221
P6[6.70,18.03,0.00]=2.83;P5[13.00,24.00,0.00]=5.80;P7[2.90,24.00,0.00]=6.44;null;[8.22,20.34,0.51];19:21:10.319
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.85;P7[2.90,24.00,0.00]=6.44;null;[8.24,20.36,0.56];19:21:10.418
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.74;P7[2.90,24.00,0.00]=6.43;[8.26,20.37,0.58];19:21:10.522
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.87;P7[2.90,24.00,0.00]=6.45;null;[8.27,20.38,0.63];19:21:10.619
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=7.33;P7[2.90,24.00,0.00]=6.44;[8.29,20.39,0.64];19:21:10.722
P6[6.70,18.03,0.00]=2.84;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=7.25;P7[2.90,24.00,0.00]=6.46;[8.30,20.38,0.66];19:21:10.822
P6[6.70,18.03,0.00]=2.84;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=7.72;P7[2.90,24.00,0.00]=6.38;[8.29,20.40,0.64];19:21:10.923
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=7.26;P7[2.90,24.00,0.00]=6.45;[8.30,20.40,0.69];19:21:11.023
P6[6.70,18.03,0.00]=2.57;P5[13.00,24.00,0.00]=5.88;P9[13.00,16.50,0.00]=7.36;P7[2.90,24.00,0.00]=6.44;[8.30,20.34,0.68];19:21:11.123
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=6.64;P7[2.90,24.00,0.00]=6.44;[8.30,20.36,0.71];19:21:11.221
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=6.80;P7[2.90,24.00,0.00]=6.42;[8.30,20.38,0.71];19:21:11.322
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=7.28;P7[2.90,24.00,0.00]=6.45;[8.31,20.39,0.71];19:21:11.423
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.83;P7[2.90,24.00,0.00]=6.43;null;[8.31,20.40,0.70];19:21:11.518
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.81;P7[2.90,24.00,0.00]=6.43;null;[8.32,20.40,0.67];19:21:11.619
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=7.39;P7[2.90,24.00,0.00]=6.45;[8.32,20.40,0.68];19:21:11.723
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=7.34;P7[2.90,24.00,0.00]=6.44;[8.32,20.40,0.68];19:21:11.822
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=6.76;P7[2.90,24.00,0.00]=6.42;[8.31,20.40,0.69];19:21:11.921
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.83;P7[2.90,24.00,0.00]=6.38;null;[8.30,20.41,0.67];19:21:12.019
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=6.74;P7[2.90,24.00,0.00]=6.44;[8.30,20.41,0.68];19:21:12.122
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.81;P9[13.00,16.50,0.00]=6.80;P7[2.90,24.00,0.00]=6.43;[8.31,20.41,0.65];19:21:12.222
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.73;P7[2.90,24.00,0.00]=6.43;[8.32,20.41,0.65];19:21:12.322
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.81;P9[13.00,16.50,0.00]=6.68;P7[2.90,24.00,0.00]=6.42;[8.32,20.42,0.64];19:21:12.422
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=5.87;P9[13.00,16.50,0.00]=6.80;P7[2.90,24.00,0.00]=6.45;[8.32,20.36,0.64];19:21:12.523
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.80;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.47;[8.33,20.37,0.64];19:21:12.622
P6[6.70,18.03,0.00]=2.58;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=6.81;P7[2.90,24.00,0.00]=6.44;[8.33,20.33,0.61];19:21:12.723
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.86;P7[2.90,24.00,0.00]=6.38;null;[8.31,20.36,0.62];19:21:12.819
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.81;P9[13.00,16.50,0.00]=6.82;P7[2.90,24.00,0.00]=6.39;[8.31,20.39,0.62];19:21:12.922
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.81;P7[2.90,24.00,0.00]=6.42;[8.31,20.40,0.63];19:21:13.022
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.86;P7[2.90,24.00,0.00]=6.41;null;[8.31,20.41,0.67];19:21:13.119
P6[6.70,18.03,0.00]=2.83;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=6.70;P7[2.90,24.00,0.00]=6.44;[8.31,20.40,0.65];19:21:13.222
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=5.84;P7[2.90,24.00,0.00]=6.45;null;[8.32,20.35,0.64];19:21:13.319
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.88;P7[2.90,24.00,0.00]=6.42;null;[8.31,20.37,0.68];19:21:13.419
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.85;P7[2.90,24.00,0.00]=6.39;null;[8.30,20.39,0.67];19:21:13.519
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.85;P7[2.90,24.00,0.00]=6.40;[8.30,20.40,0.66];19:21:13.622
P6[6.70,18.03,0.00]=2.56;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=6.88;P7[2.90,24.00,0.00]=6.41;[8.30,20.35,0.62];19:21:13.723
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.81;P7[2.90,24.00,0.00]=6.39;null;[8.30,20.38,0.62];19:21:13.819
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.82;P7[2.90,24.00,0.00]=6.45;null;[8.31,20.39,0.62];19:21:13.920
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.41;[8.31,20.40,0.63];19:21:14.022
P6[6.70,18.03,0.00]=2.83;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.81;P7[2.90,24.00,0.00]=6.44;[8.32,20.40,0.61];19:21:14.122
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.82;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.46;[8.32,20.40,0.61];19:21:14.222
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=6.74;P7[2.90,24.00,0.00]=6.42;[8.32,20.40,0.63];19:21:14.322
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.80;P9[13.00,16.50,0.00]=6.76;P7[2.90,24.00,0.00]=6.50;[8.34,20.40,0.62];19:21:14.422
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.46;[8.34,20.40,0.65];19:21:14.522
P6[6.70,18.03,0.00]=2.89;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=6.87;P7[2.90,24.00,0.00]=6.45;[8.34,20.40,0.68];19:21:14.623
P6[6.70,18.03,0.00]=2.82;P5[13.00,24.00,0.00]=5.78;P9[13.00,16.50,0.00]=6.86;P7[2.90,24.00,0.00]=6.46;[8.35,20.40,0.59];19:21:14.722
P6[6.70,18.03,0.00]=2.81;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=6.92;P7[2.90,24.00,0.00]=6.47;[8.34,20.39,0.59];19:21:14.822
P6[6.70,18.03,0.00]=2.88;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=6.84;P7[2.90,24.00,0.00]=6.45;[8.34,20.39,0.62];19:21:14.922
P6[6.70,18.03,0.00]=2.87;P5[13.00,24.00,0.00]=5.83;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.48;[8.34,20.39,0.65];19:21:15.023
P6[6.70,18.03,0.00]=2.84;P5[13.00,24.00,0.00]=5.86;P9[13.00,16.50,0.00]=6.88;P7[2.90,24.00,0.00]=6.44;[8.33,20.39,0.66];19:21:15.122
P6[6.70,18.03,0.00]=2.83;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=6.92;P7[2.90,24.00,0.00]=6.34;[8.32,20.41,0.62];19:21:15.223
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.84;P9[13.00,16.50,0.00]=6.80;P7[2.90,24.00,0.00]=6.39;[8.31,20.41,0.62];19:21:15.323
P6[6.70,18.03,0.00]=2.86;P5[13.00,24.00,0.00]=5.92;P9[13.00,16.50,0.00]=6.91;P7[2.90,24.00,0.00]=6.36;[8.29,20.42,0.67];19:21:15.423
P6[6.70,18.03,0.00]=2.84;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=6.77;P7[2.90,24.00,0.00]=6.38;[8.29,20.42,0.65];19:21:15.522
P6[6.70,18.03,0.00]=2.85;P5[13.00,24.00,0.00]=5.88;P9[13.00,16.50,0.00]=6.85;P7[2.90,24.00,0.00]=6.34;[8.27,20.43,0.66];19:21:15.623
P6[6.70,18.03,0.00]=2.81;P5[13.00,24.00,0.00]=5.85;P9[13.00,16.50,0.00]=6.86;P7[2.90,24.00,0.00]=6.44;[8.28,20.42,0.63];19:21:15.723
P6[6.70,18.03,0.00]=2.79;P5[13.00,24.00,0.00]=5.91;P9[13.00,16.50,0.00]=6.83;P7[2.90,24.00,0.00]=6.43;[8.28,20.40,0.64];19:21:15.822
P6[6.70,18.03,0.00]=2.75;P5[13.00,24.00,0.00]=5.89;P9[13.00,16.50,0.00]=6.87;P7[2.90,24.00,0.00]=6.41;[8.28,20.39,0.61];19:21:15.923
P6[6.70,18.03,0.00]=2.78;P5[13.00,24.00,0.00]=5.88;P9[13.00,16.50,0.00]=6.90;P7[2.90,24.00,0.00]=6.45;[8.28,20.38,0.60];19:21:16.023
P6[6.70,18.03,0.00]=2.70;P5[13.00,24.00,0.00]=5.91;P9[13.00,16.50,0.00]=8.44;P7[2.90,24.00,0.00]=6.43;[8.28,20.36,0.55];19:21:16.124
P6[6.70,18.03,0.00]=2.71;P5[13.00,24.00,0.00]=5.86;P7[2.90,24.00,0.00]=6.40;null;[8.29,20.34,0.63];19:21:16.219
P6[6.70,18.03,0.00]=2.74;P5[13.00,24.00,0.00]=5.94;P7[2.90,24.00,0.00]=6.43;null;[8.28,20.34,0.62];19:21:16.319
