Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P5[13.00,24.00,0.00]=4.00;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.54;null;[11.09, 21.08, 0.0];[11.19,20.92,-1.54];19:18:49.592;11.19;20.92;11.09;21.08;12;20.40;0.91;-0.68;0.81;-0.52
P5[13.00,24.00,0.00]=4.00;P9[13.00,16.50,0.00]=5.02;P6[6.70,18.03,0.00]=5.61;null;[11.2, 21.05, 0.0];[11.20,20.90,-1.59];19:18:49.691;11.20;20.90;11.2;21.05;12;20.40;0.8;-0.65;0.8;-0.5
P5[13.00,24.00,0.00]=3.98;P9[13.00,16.50,0.00]=4.97;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.05;[11.18, 21.04, 0.0];[11.20,20.89,-1.60];19:18:49.794;11.20;20.89;11.18;21.04;12;20.40;0.82;-0.64;0.8;-0.49
P5[13.00,24.00,0.00]=3.99;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.66;null;[11.21, 21.11, 0.0];[11.21,20.89,-1.65];19:18:49.892;11.21;20.89;11.21;21.11;12;20.40;0.79;-0.71;0.79;-0.49
P5[13.00,24.00,0.00]=3.62;P9[13.00,16.50,0.00]=5.01;P6[6.70,18.03,0.00]=5.48;null;[11.15, 21.12, 0.0];[11.20,20.93,-1.48];19:18:49.991;11.20;20.93;11.15;21.12;12;20.40;0.85;-0.72;0.8;-0.53
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=5.04;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.18;[11.1, 21.15, 0.0];[11.19,20.91,-1.55];19:18:50.094;11.19;20.91;11.1;21.15;12;20.40;0.9;-0.75;0.81;-0.51
P5[13.00,24.00,0.00]=4.07;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.33;[11.01, 21.27, 0.0];[11.18,20.90,-1.61];19:18:50.195;11.18;20.90;11.01;21.27;12;20.40;0.99;-0.87;0.82;-0.5
P5[13.00,24.00,0.00]=4.04;P9[13.00,16.50,0.00]=5.02;P6[6.70,18.03,0.00]=5.50;P4[11.00,11.00,0.00]=10.13;[11.04, 21.1, 0.0];[11.16,20.89,-1.63];19:18:50.294;11.16;20.89;11.04;21.1;12;20.40;0.96;-0.7;0.84;-0.49
P5[13.00,24.00,0.00]=3.34;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.58;null;[11.25, 21.21, 0.55];[11.18,20.97,-1.36];19:18:50.391;11.18;20.97;11.25;21.21;12;20.40;0.75;-0.81;0.82;-0.57
P5[13.00,24.00,0.00]=3.62;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.17;[11.24, 21.17, 0.0];[11.20,21.00,-1.32];19:18:50.494;11.20;21.00;11.24;21.17;12;20.40;0.76;-0.77;0.8;-0.6
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.62;P4[11.00,11.00,0.00]=10.15;[11.14, 21.14, 0.0];[11.20,20.97,-1.44];19:18:50.594;11.20;20.97;11.14;21.14;12;20.40;0.86;-0.74;0.8;-0.57
P5[13.00,24.00,0.00]=3.68;P9[13.00,16.50,0.00]=5.00;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.64;[11.05, 21.51, 0.0];[11.20,20.98,-1.38];19:18:50.696;11.20;20.98;11.05;21.51;12;20.40;0.95;-1.11;0.8;-0.58
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.00;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.87;[11.0, 21.68, 0.0];[11.22,20.98,-1.40];19:18:50.798;11.22;20.98;11.0;21.68;12;20.40;1.0;-1.28;0.78;-0.58
P5[13.00,24.00,0.00]=3.48;P9[13.00,16.50,0.00]=4.97;P6[6.70,18.03,0.00]=5.64;P4[11.00,11.00,0.00]=10.27;[11.3, 21.24, 0.0];[11.25,21.00,-1.28];19:18:50.896;11.25;21.00;11.3;21.24;12;20.40;0.7;-0.84;0.75;-0.6
P5[13.00,24.00,0.00]=3.99;P9[13.00,16.50,0.00]=4.94;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.41;[11.1, 21.31, 0.0];[11.25,20.96,-1.38];19:18:50.996;11.25;20.96;11.1;21.31;12;20.40;0.9;-0.91;0.75;-0.56
P5[13.00,24.00,0.00]=3.52;P9[13.00,16.50,0.00]=5.03;P6[6.70,18.03,0.00]=5.68;P4[11.00,11.00,0.00]=10.40;[11.27, 21.29, 1.06];[11.27,21.00,-1.31];19:18:51.096;11.27;21.00;11.27;21.29;12;20.40;0.73;-0.89;0.73;-0.6
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.64;P4[11.00,11.00,0.00]=10.37;[11.16, 21.32, 0.0];[11.27,21.00,-1.36];19:18:51.196;11.27;21.00;11.16;21.32;12;20.40;0.84;-0.92;0.73;-0.6
P5[13.00,24.00,0.00]=3.72;P9[13.00,16.50,0.00]=5.18;P6[6.70,18.03,0.00]=5.62;P4[11.00,11.00,0.00]=10.31;[11.14, 21.19, 1.44];[11.24,21.03,-1.38];19:18:51.294;11.24;21.03;11.14;21.19;12;20.40;0.86;-0.79;0.76;-0.63
P5[13.00,24.00,0.00]=3.67;P9[13.00,16.50,0.00]=4.98;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.34;[11.21, 21.28, 0.0];[11.25,21.02,-1.35];19:18:51.396;11.25;21.02;11.21;21.28;12;20.40;0.79;-0.88;0.75;-0.62
P5[13.00,24.00,0.00]=3.65;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.26;[11.19, 21.24, 0.0];[11.25,21.03,-1.33];19:18:51.494;11.25;21.03;11.19;21.24;12;20.40;0.81;-0.84;0.75;-0.63
P5[13.00,24.00,0.00]=3.62;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.41;[11.12, 21.37, 0.0];[11.23,21.06,-1.32];19:18:51.595;11.23;21.06;11.12;21.37;12;20.40;0.88;-0.97;0.77;-0.66
P5[13.00,24.00,0.00]=3.54;P9[13.00,16.50,0.00]=5.19;P6[6.70,18.03,0.00]=5.64;P4[11.00,11.00,0.00]=10.32;[11.18, 21.24, 1.21];[11.22,21.10,-1.30];19:18:51.694;11.22;21.10;11.18;21.24;12;20.40;0.82;-0.84;0.78;-0.7
P5[13.00,24.00,0.00]=3.55;P9[13.00,16.50,0.00]=5.29;P6[6.70,18.03,0.00]=5.67;P4[11.00,11.00,0.00]=10.27;[11.17, 21.3, 0.0];[11.20,21.14,-1.30];19:18:51.795;11.20;21.14;11.17;21.3;12;20.40;0.83;-0.9;0.8;-0.74
P5[13.00,24.00,0.00]=3.54;P9[13.00,16.50,0.00]=5.34;P6[6.70,18.03,0.00]=5.67;P4[11.00,11.00,0.00]=10.38;[11.11, 21.4, 0.0];[11.18,21.19,-1.31];19:18:51.894;11.18;21.19;11.11;21.4;12;20.40;0.89;-1.0;0.82;-0.79
P5[13.00,24.00,0.00]=3.53;P9[13.00,16.50,0.00]=5.35;P6[6.70,18.03,0.00]=5.70;P4[11.00,11.00,0.00]=10.32;[11.16, 21.36, 0.0];[11.17,21.22,-1.33];19:18:51.994;11.17;21.22;11.16;21.36;12;20.40;0.84;-0.96;0.83;-0.82
P5[13.00,24.00,0.00]=3.53;P9[13.00,16.50,0.00]=5.31;P6[6.70,18.03,0.00]=5.71;P4[11.00,11.00,0.00]=10.30;[11.21, 21.23, 1.39];[11.17,21.24,-1.33];19:18:52.094;11.17;21.24;11.21;21.23;12;20.40;0.79;-0.83;0.83;-0.84
P5[13.00,24.00,0.00]=3.49;P9[13.00,16.50,0.00]=5.29;P6[6.70,18.03,0.00]=5.72;P4[11.00,11.00,0.00]=10.30;[11.22, 21.33, 0.0];[11.18,21.26,-1.32];19:18:52.194;11.18;21.26;11.22;21.33;12;20.40;0.78;-0.93;0.82;-0.86
P5[13.00,24.00,0.00]=3.52;P9[13.00,16.50,0.00]=5.29;P6[6.70,18.03,0.00]=5.66;P4[11.00,11.00,0.00]=10.22;[11.18, 21.27, 0.0];[11.17,21.27,-1.31];19:18:52.294;11.17;21.27;11.18;21.27;12;20.40;0.82;-0.87;0.83;-0.87
P5[13.00,24.00,0.00]=3.50;P9[13.00,16.50,0.00]=5.28;P6[6.70,18.03,0.00]=5.67;P4[11.00,11.00,0.00]=10.40;[11.14, 21.4, 0.0];[11.17,21.27,-1.30];19:18:52.394;11.17;21.27;11.14;21.4;12;20.40;0.86;-1.0;0.83;-0.87
P5[13.00,24.00,0.00]=3.56;P9[13.00,16.50,0.00]=5.25;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.40;[11.08, 21.39, 0.0];[11.16,21.26,-1.28];19:18:52.493;11.16;21.26;11.08;21.39;12;20.40;0.92;-0.99;0.84;-0.86
P5[13.00,24.00,0.00]=3.53;P9[13.00,16.50,0.00]=5.25;P6[6.70,18.03,0.00]=5.69;P4[11.00,11.00,0.00]=10.32;[11.2, 21.33, 0.0];[11.17,21.26,-0.64];19:18:52.594;11.17;21.26;11.2;21.33;12;20.40;0.8;-0.93;0.83;-0.86
P5[13.00,24.00,0.00]=3.52;P9[13.00,16.50,0.00]=5.32;P6[6.70,18.03,0.00]=5.68;P4[11.00,11.00,0.00]=10.23;[11.19, 21.18, 1.37];[11.16,21.27,-0.81];19:18:52.694;11.16;21.27;11.19;21.18;12;20.40;0.81;-0.78;0.84;-0.87
P5[13.00,24.00,0.00]=3.54;P9[13.00,16.50,0.00]=5.29;P6[6.70,18.03,0.00]=5.69;null;[11.15, 21.41, 0.0];[11.16,21.27,-0.94];19:18:52.791;11.16;21.27;11.15;21.41;12;20.40;0.85;-1.01;0.84;-0.87
P5[13.00,24.00,0.00]=3.56;P9[13.00,16.50,0.00]=5.33;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.32;[11.07, 21.35, 0.0];[11.14,21.28,-1.03];19:18:52.894;11.14;21.28;11.07;21.35;12;20.40;0.93;-0.95;0.86;-0.88
P5[13.00,24.00,0.00]=3.56;P9[13.00,16.50,0.00]=5.27;P6[6.70,18.03,0.00]=5.65;null;[11.12, 21.38, 0.0];[11.14,21.27,-1.10];19:18:52.991;11.14;21.27;11.12;21.38;12;20.40;0.88;-0.98;0.86;-0.87
P5[13.00,24.00,0.00]=3.58;P6[6.70,18.03,0.00]=5.66;P9[13.00,16.50,0.00]=5.35;P4[11.00,11.00,0.00]=10.38;[11.11, 21.29, 1.4];[11.13,21.28,-0.47];19:18:53.194;11.13;21.28;11.11;21.29;12;20.40;0.89;-0.89;0.87;-0.88
P5[13.00,24.00,0.00]=3.60;P9[13.00,16.50,0.00]=5.19;P6[6.70,18.03,0.00]=5.66;P4[11.00,11.00,0.00]=10.39;[11.16, 21.37, 0.0];[11.15,21.26,-0.69];19:18:53.294;11.15;21.26;11.16;21.37;12;20.40;0.84;-0.97;0.85;-0.86
P5[13.00,24.00,0.00]=3.70;P9[13.00,16.50,0.00]=5.21;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.45;[11.05, 21.41, 0.0];[11.15,21.23,-0.88];19:18:53.395;11.15;21.23;11.05;21.41;12;20.40;0.95;-1.01;0.85;-0.83
P5[13.00,24.00,0.00]=3.64;P9[13.00,16.50,0.00]=5.21;P6[6.70,18.03,0.00]=5.64;P4[11.00,11.00,0.00]=10.32;[11.16, 21.21, 1.37];[11.15,21.22,-1.00];19:18:53.493;11.15;21.22;11.16;21.21;12;20.40;0.84;-0.81;0.85;-0.82
P5[13.00,24.00,0.00]=3.64;P9[13.00,16.50,0.00]=5.26;P6[6.70,18.03,0.00]=5.65;P4[11.00,11.00,0.00]=10.32;[11.13, 21.33, 0.0];[11.16,21.21,-1.11];19:18:53.594;11.16;21.21;11.13;21.33;12;20.40;0.87;-0.93;0.84;-0.81
P5[13.00,24.00,0.00]=3.66;P9[13.00,16.50,0.00]=5.26;P6[6.70,18.03,0.00]=5.63;P4[11.00,11.00,0.00]=10.42;[11.07, 21.4, 0.0];[11.15,21.21,-1.19];19:18:53.694;11.15;21.21;11.07;21.4;12;20.40;0.93;-1.0;0.85;-0.81
P5[13.00,24.00,0.00]=3.66;P9[13.00,16.50,0.00]=5.27;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.35;[11.01, 21.35, 0.0];[11.12,21.21,-1.22];19:18:53.793;11.12;21.21;11.01;21.35;12;20.40;0.99;-0.95;0.88;-0.81
P5[13.00,24.00,0.00]=3.68;P9[13.00,16.50,0.00]=5.22;P6[6.70,18.03,0.00]=5.64;P4[11.00,11.00,0.00]=10.27;[11.14, 21.28, 0.0];[11.14,21.20,-1.28];19:18:53.894;11.14;21.20;11.14;21.28;12;20.40;0.86;-0.88;0.86;-0.8
P5[13.00,24.00,0.00]=3.69;P9[13.00,16.50,0.00]=5.26;P6[6.70,18.03,0.00]=5.65;P4[11.00,11.00,0.00]=10.42;[11.08, 21.4, 0.0];[11.14,21.20,-1.33];19:18:53.994;11.14;21.20;11.08;21.4;12;20.40;0.92;-1.0;0.86;-0.8
P5[13.00,24.00,0.00]=3.68;P9[13.00,16.50,0.00]=5.24;P6[6.70,18.03,0.00]=5.66;P4[11.00,11.00,0.00]=10.37;[11.12, 21.36, 0.0];[11.15,21.19,-1.37];19:18:54.093;11.15;21.19;11.12;21.36;12;20.40;0.88;-0.96;0.85;-0.79
P5[13.00,24.00,0.00]=3.65;P9[13.00,16.50,0.00]=5.23;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.35;[11.07, 21.34, 0.0];[11.14,21.19,-1.37];19:18:54.194;11.14;21.19;11.07;21.34;12;20.40;0.93;-0.94;0.86;-0.79
P5[13.00,24.00,0.00]=3.68;P9[13.00,16.50,0.00]=5.22;P6[6.70,18.03,0.00]=5.71;P4[11.00,11.00,0.00]=10.35;[11.2, 21.22, 1.51];[11.16,21.18,-1.41];19:18:54.294;11.16;21.18;11.2;21.22;12;20.40;0.8;-0.82;0.84;-0.78
P5[13.00,24.00,0.00]=3.72;P9[13.00,16.50,0.00]=5.22;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.35;[11.06, 21.34, 0.0];[11.15,21.17,-1.42];19:18:54.393;11.15;21.17;11.06;21.34;12;20.40;0.94;-0.94;0.85;-0.77
P5[13.00,24.00,0.00]=3.67;P9[13.00,16.50,0.00]=5.17;P6[6.70,18.03,0.00]=5.65;P4[11.00,11.00,0.00]=10.30;[11.17, 21.29, 0.0];[11.16,21.16,-1.42];19:18:54.493;11.16;21.16;11.17;21.29;12;20.40;0.83;-0.89;0.84;-0.76
P5[13.00,24.00,0.00]=3.69;P9[13.00,16.50,0.00]=5.18;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.27;[11.06, 21.27, 0.0];[11.14,21.16,-1.39];19:18:54.594;11.14;21.16;11.06;21.27;12;20.40;0.94;-0.87;0.86;-0.76
P5[13.00,24.00,0.00]=3.70;P9[13.00,16.50,0.00]=5.22;P6[6.70,18.03,0.00]=5.62;P4[11.00,11.00,0.00]=10.34;[11.09, 21.33, 0.0];[11.14,21.16,-1.41];19:18:54.694;11.14;21.16;11.09;21.33;12;20.40;0.91;-0.93;0.86;-0.76
P5[13.00,24.00,0.00]=3.71;P9[13.00,16.50,0.00]=5.23;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.30;[11.04, 21.3, 0.0];[11.12,21.16,-1.41];19:18:54.793;11.12;21.16;11.04;21.3;12;20.40;0.96;-0.9;0.88;-0.76
P5[13.00,24.00,0.00]=3.71;P9[13.00,16.50,0.00]=5.22;P6[6.70,18.03,0.00]=5.64;P4[11.00,11.00,0.00]=10.25;[11.14, 21.26, 0.0];[11.13,21.15,-1.43];19:18:54.894;11.13;21.15;11.14;21.26;12;20.40;0.86;-0.86;0.87;-0.75
P5[13.00,24.00,0.00]=3.72;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.63;P4[11.00,11.00,0.00]=10.44;[11.11, 21.39, 0.0];[11.14,21.14,-1.43];19:18:54.994;11.14;21.14;11.11;21.39;12;20.40;0.89;-0.99;0.86;-0.74
P5[13.00,24.00,0.00]=3.73;P9[13.00,16.50,0.00]=5.20;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.34;[11.09, 21.32, 0.0];[11.14,21.14,-1.45];19:18:55.093;11.14;21.14;11.09;21.32;12;20.40;0.91;-0.92;0.86;-0.74
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.43;[11.06, 21.38, 0.0];[11.14,21.12,-1.45];19:18:55.195;11.14;21.12;11.06;21.38;12;20.40;0.94;-0.98;0.86;-0.72
