Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P2[8.00,2.40,0.00]=4.28;P3[13.00,0.00,0.00]=1.57;P4[11.00,11.00,0.00]=8.82;P1[0.00,0.00,0.00]=12.00;[11.86, 2.15, 0.0];[12.55,1.89,0.17];19:11:09.219;12.55;1.89;11.86;2.15;11.90;1.40;0.04;-0.75;-0.65;-0.49
P2[8.00,2.40,0.00]=4.23;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.83;P1[0.00,0.00,0.00]=12.00;[11.86, 2.14, -0.0];[12.50,1.87,0.31];19:11:09.337;12.50;1.87;11.86;2.14;11.90;1.40;0.04;-0.74;-0.6;-0.47
P2[8.00,2.40,0.00]=4.25;P3[13.00,0.00,0.00]=1.53;P4[11.00,11.00,0.00]=8.69;null;[12.29, 2.35, 0.0];[12.55,1.90,0.31];19:11:09.833;12.55;1.90;12.29;2.35;11.90;1.40;-0.39;-0.95;-0.65;-0.5
P3[13.00,0.00,0.00]=1.62;P2[8.00,2.40,0.00]=4.23;P1[0.00,0.00,0.00]=12.41;P4[11.00,11.00,0.00]=8.79;[12.21, 2.25, 0.0];[12.57,1.91,0.16];19:11:09.937;12.57;1.91;12.21;2.25;11.90;1.40;-0.31;-0.85;-0.67;-0.51
P3[13.00,0.00,0.00]=1.58;P2[8.00,2.40,0.00]=4.27;P1[0.00,0.00,0.00]=12.15;P4[11.00,11.00,0.00]=8.68;[11.97, 2.3, -0.0];[12.55,1.92,-0.00];19:11:10.035;12.55;1.92;11.97;2.3;11.90;1.40;-0.07;-0.9;-0.65;-0.52
P2[8.00,2.40,0.00]=4.24;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.75;P1[0.00,0.00,0.00]=12.36;[12.16, 2.27, -0.0];[12.57,1.92,-0.05];19:11:10.437;12.57;1.92;12.16;2.27;11.90;1.40;-0.26;-0.87;-0.67;-0.52
P2[8.00,2.40,0.00]=4.31;P3[13.00,0.00,0.00]=1.48;P4[11.00,11.00,0.00]=8.73;P1[0.00,0.00,0.00]=12.33;[12.14, 2.28, -0.0];[12.60,1.92,0.05];19:11:10.636;12.60;1.92;12.14;2.28;11.90;1.40;-0.24;-0.88;-0.7;-0.52
P2[8.00,2.40,0.00]=4.27;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.78;P1[0.00,0.00,0.00]=12.36;[12.17, 2.24, -0.0];[12.62,1.92,0.21];19:11:10.936;12.62;1.92;12.17;2.24;11.90;1.40;-0.27;-0.84;-0.72;-0.52
P3[13.00,0.00,0.00]=1.57;P2[8.00,2.40,0.00]=4.23;P1[0.00,0.00,0.00]=12.38;P4[11.00,11.00,0.00]=8.71;[12.17, 2.31, 0.0];[12.64,1.95,0.18];19:11:11.037;12.64;1.95;12.17;2.31;11.90;1.40;-0.27;-0.91;-0.74;-0.55
P3[13.00,0.00,0.00]=1.56;P2[8.00,2.40,0.00]=4.33;P1[0.00,0.00,0.00]=12.44;P4[11.00,11.00,0.00]=8.74;[12.24, 2.29, -0.0];[12.68,1.95,-0.02];19:11:11.137;12.68;1.95;12.24;2.29;11.90;1.40;-0.34;-0.89;-0.78;-0.55
P2[8.00,2.40,0.00]=4.30;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.85;P1[0.00,0.00,0.00]=12.41;[12.23, 2.19, 0.0];[12.67,1.94,0.04];19:11:11.336;12.67;1.94;12.23;2.19;11.90;1.40;-0.33;-0.79;-0.77;-0.54
P3[13.00,0.00,0.00]=1.54;P2[8.00,2.40,0.00]=4.37;P1[0.00,0.00,0.00]=12.41;null;[12.32, 1.49, -0.0];[12.63,1.87,0.08];19:11:11.432;12.63;1.87;12.32;1.49;11.90;1.40;-0.42;-0.09;-0.73;-0.47
P3[13.00,0.00,0.00]=1.52;P2[8.00,2.40,0.00]=4.23;P1[0.00,0.00,0.00]=12.38;P4[11.00,11.00,0.00]=8.86;[12.2, 2.17, -0.0];[12.63,1.87,0.05];19:11:11.536;12.63;1.87;12.2;2.17;11.90;1.40;-0.3;-0.77;-0.73;-0.47
P3[13.00,0.00,0.00]=1.62;P2[8.00,2.40,0.00]=4.23;P4[11.00,11.00,0.00]=8.67;null;[12.27, 2.37, 0.0];[12.64,1.90,-0.12];19:11:11.632;12.64;1.90;12.27;2.37;11.90;1.40;-0.37;-0.97;-0.74;-0.5
P2[8.00,2.40,0.00]=4.26;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.73;null;[12.29, 2.31, 0.0];[12.66,1.92,0.05];19:11:11.832;12.66;1.92;12.29;2.31;11.90;1.40;-0.39;-0.91;-0.76;-0.52
P2[8.00,2.40,0.00]=4.08;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.70;P1[0.00,0.00,0.00]=12.08;[11.9, 2.27, -0.0];[12.60,1.91,0.10];19:11:12.036;12.60;1.91;11.9;2.27;11.90;1.40;0.0;-0.87;-0.7;-0.51
P3[13.00,0.00,0.00]=1.51;P2[8.00,2.40,0.00]=4.02;P1[0.00,0.00,0.00]=12.19;P4[11.00,11.00,0.00]=8.69;[11.99, 2.3, 0.0];[12.57,1.92,0.03];19:11:12.137;12.57;1.92;11.99;2.3;11.90;1.40;-0.09;-0.9;-0.67;-0.52
P3[13.00,0.00,0.00]=1.54;P2[8.00,2.40,0.00]=4.07;P1[0.00,0.00,0.00]=12.30;P4[11.00,11.00,0.00]=8.76;[12.1, 2.26, 0.0];[12.56,1.91,-0.13];19:11:12.239;12.56;1.91;12.1;2.26;11.90;1.40;-0.2;-0.86;-0.66;-0.51
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=4.10;P4[11.00,11.00,0.00]=8.76;null;[12.15, 2.27, 0.0];[12.55,1.91,-0.25];19:11:12.332;12.55;1.91;12.15;2.27;11.90;1.40;-0.25;-0.87;-0.65;-0.51
P3[13.00,0.00,0.00]=1.51;P2[8.00,2.40,0.00]=4.06;P1[0.00,0.00,0.00]=12.08;P4[11.00,11.00,0.00]=8.75;[11.9, 2.23, 0.0];[12.52,1.90,-0.30];19:11:12.435;12.52;1.90;11.9;2.23;11.90;1.40;0.0;-0.83;-0.62;-0.5
P2[8.00,2.40,0.00]=4.09;P3[13.00,0.00,0.00]=1.45;P4[11.00,11.00,0.00]=8.78;P1[0.00,0.00,0.00]=12.13;[11.95, 2.21, 0.0];[12.51,1.88,-0.13];19:11:12.636;12.51;1.88;11.95;2.21;11.90;1.40;-0.05;-0.81;-0.61;-0.48
P2[8.00,2.40,0.00]=4.08;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.73;null;[12.14, 2.29, -0.0];[12.52,1.89,0.01];19:11:13.331;12.52;1.89;12.14;2.29;11.90;1.40;-0.24;-0.89;-0.62;-0.49
P2[8.00,2.40,0.00]=4.05;P3[13.00,0.00,0.00]=1.50;P4[11.00,11.00,0.00]=8.69;P1[0.00,0.00,0.00]=12.34;[12.12, 2.32, 0.0];[12.52,1.90,0.02];19:11:13.639;12.52;1.90;12.12;2.32;11.90;1.40;-0.22;-0.92;-0.62;-0.5
P2[8.00,2.40,0.00]=3.96;P3[13.00,0.00,0.00]=1.52;P4[11.00,11.00,0.00]=8.68;null;[12.04, 2.32, 0.0];[12.50,1.91,0.06];19:11:14.031;12.50;1.91;12.04;2.32;11.90;1.40;-0.14;-0.92;-0.6;-0.51
P2[8.00,2.40,0.00]=3.99;P3[13.00,0.00,0.00]=1.60;P4[11.00,11.00,0.00]=8.66;null;[12.07, 2.35, -0.0];[12.49,1.93,0.16];19:11:14.431;12.49;1.93;12.07;2.35;11.90;1.40;-0.17;-0.95;-0.59;-0.53
P2[8.00,2.40,0.00]=3.94;P3[13.00,0.00,0.00]=1.57;P4[11.00,11.00,0.00]=8.67;null;[12.03, 2.33, 0.0];[12.46,1.93,0.22];19:11:15.931;12.46;1.93;12.03;2.33;11.90;1.40;-0.13;-0.93;-0.56;-0.53
P2[8.00,2.40,0.00]=3.95;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.71;null;[12.03, 2.29, -0.0];[12.45,1.92,0.28];19:11:17.730;12.45;1.92;12.03;2.29;11.90;1.40;-0.13;-0.89;-0.55;-0.52
P2[8.00,2.40,0.00]=3.98;P3[13.00,0.00,0.00]=1.53;P4[11.00,11.00,0.00]=8.67;null;[12.06, 2.33, 0.0];[12.45,1.93,0.24];19:11:18.030;12.45;1.93;12.06;2.33;11.90;1.40;-0.16;-0.93;-0.55;-0.53
P2[8.00,2.40,0.00]=4.01;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.69;P1[0.00,0.00,0.00]=12.28;[12.06, 2.31, 0.0];[12.46,1.93,0.22];19:11:18.538;12.46;1.93;12.06;2.31;11.90;1.40;-0.16;-0.91;-0.56;-0.53
P3[13.00,0.00,0.00]=1.57;P2[8.00,2.40,0.00]=3.95;P1[0.00,0.00,0.00]=12.22;P4[11.00,11.00,0.00]=8.68;[12.0, 2.32, 0.0];[12.45,1.93,0.06];19:11:18.637;12.45;1.93;12.0;2.32;11.90;1.40;-0.1;-0.92;-0.55;-0.53
P2[8.00,2.40,0.00]=3.98;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.74;P1[0.00,0.00,0.00]=12.38;[12.15, 2.29, 0.0];[12.44,1.92,0.15];19:11:18.938;12.44;1.92;12.15;2.29;11.90;1.40;-0.25;-0.89;-0.54;-0.52
P3[13.00,0.00,0.00]=1.49;P2[8.00,2.40,0.00]=3.96;P1[0.00,0.00,0.00]=12.36;P4[11.00,11.00,0.00]=8.70;[12.13, 2.32, 0.0];[12.44,1.92,0.11];19:11:19.037;12.44;1.92;12.13;2.32;11.90;1.40;-0.23;-0.92;-0.54;-0.52
P2[8.00,2.40,0.00]=4.03;P3[13.00,0.00,0.00]=1.49;P4[11.00,11.00,0.00]=8.73;null;[12.1, 2.28, -0.0];[12.45,1.91,0.16];19:11:20.129;12.45;1.91;12.1;2.28;11.90;1.40;-0.2;-0.88;-0.55;-0.51
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.74;P1[0.00,0.00,0.00]=12.37;[12.15, 2.28, -0.0];[12.47,1.91,0.24];19:11:20.437;12.47;1.91;12.15;2.28;11.90;1.40;-0.25;-0.88;-0.57;-0.51
P3[13.00,0.00,0.00]=1.54;P2[8.00,2.40,0.00]=4.06;P4[11.00,11.00,0.00]=8.72;null;[12.12, 2.3, 0.0];[12.48,1.91,0.05];19:11:20.529;12.48;1.91;12.12;2.3;11.90;1.40;-0.22;-0.9;-0.58;-0.51
P2[8.00,2.40,0.00]=4.07;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.72;null;[12.13, 2.3, 0.0];[12.49,1.91,0.17];19:11:21.029;12.49;1.91;12.13;2.3;11.90;1.40;-0.23;-0.9;-0.59;-0.51
P2[8.00,2.40,0.00]=3.99;P3[13.00,0.00,0.00]=1.54;P4[11.00,11.00,0.00]=8.74;null;[12.06, 2.27, 0.0];[12.47,1.91,0.26];19:11:21.429;12.47;1.91;12.06;2.27;11.90;1.40;-0.16;-0.87;-0.57;-0.51
P2[8.00,2.40,0.00]=3.95;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.69;null;[12.03, 2.31, 0.0];[12.46,1.91,0.28];19:11:21.629;12.46;1.91;12.03;2.31;11.90;1.40;-0.13;-0.91;-0.56;-0.51
P2[8.00,2.40,0.00]=3.92;P3[13.00,0.00,0.00]=1.56;P4[11.00,11.00,0.00]=8.69;null;[12.01, 2.31, -0.0];[12.44,1.92,0.30];19:11:21.829;12.44;1.92;12.01;2.31;11.90;1.40;-0.11;-0.91;-0.54;-0.52
P3[13.00,0.00,0.00]=1.59;P2[8.00,2.40,0.00]=3.94;P4[11.00,11.00,0.00]=8.64;null;[12.03, 2.36, 0.0];[12.43,1.93,0.14];19:11:21.928;12.43;1.93;12.03;2.36;11.90;1.40;-0.13;-0.96;-0.53;-0.53
P2[8.00,2.40,0.00]=4.01;P3[13.00,0.00,0.00]=1.60;P4[11.00,11.00,0.00]=8.66;null;[12.08, 2.35, 0.0];[12.44,1.94,0.22];19:11:22.329;12.44;1.94;12.08;2.35;11.90;1.40;-0.18;-0.95;-0.54;-0.54
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.56;P4[11.00,11.00,0.00]=8.68;null;[12.12, 2.33, 0.0];[12.46,1.94,0.27];19:11:22.628;12.46;1.94;12.12;2.33;11.90;1.40;-0.22;-0.93;-0.56;-0.54
P2[8.00,2.40,0.00]=4.04;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.68;null;[12.11, 2.33, 0.0];[12.47,1.95,0.30];19:11:22.829;12.47;1.95;12.11;2.33;11.90;1.40;-0.21;-0.93;-0.57;-0.55
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.59;P4[11.00,11.00,0.00]=8.66;null;[12.12, 2.35, -0.0];[12.48,1.95,0.34];19:11:23.228;12.48;1.95;12.12;2.35;11.90;1.40;-0.22;-0.95;-0.58;-0.55
P2[8.00,2.40,0.00]=4.04;P3[13.00,0.00,0.00]=1.57;P4[11.00,11.00,0.00]=8.65;null;[12.11, 2.36, 0.0];[12.49,1.96,0.35];19:11:23.429;12.49;1.96;12.11;2.36;11.90;1.40;-0.21;-0.96;-0.59;-0.56
P3[13.00,0.00,0.00]=1.56;P2[8.00,2.40,0.00]=4.00;P4[11.00,11.00,0.00]=8.69;null;[12.07, 2.32, 0.0];[12.48,1.96,0.16];19:11:23.528;12.48;1.96;12.07;2.32;11.90;1.40;-0.17;-0.92;-0.58;-0.56
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.63;P4[11.00,11.00,0.00]=8.69;null;[12.12, 2.33, 0.0];[12.48,1.96,0.28];19:11:23.728;12.48;1.96;12.12;2.33;11.90;1.40;-0.22;-0.93;-0.58;-0.56
P3[13.00,0.00,0.00]=1.60;P2[8.00,2.40,0.00]=4.02;P4[11.00,11.00,0.00]=8.70;null;[12.09, 2.31, 0.0];[12.48,1.95,0.06];19:11:23.828;12.48;1.95;12.09;2.31;11.90;1.40;-0.19;-0.91;-0.58;-0.55
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.59;P4[11.00,11.00,0.00]=8.67;null;[12.07, 2.34, 0.0];[12.47,1.95,0.17];19:11:24.328;12.47;1.95;12.07;2.34;11.90;1.40;-0.17;-0.94;-0.57;-0.55
P2[8.00,2.40,0.00]=4.02;P3[13.00,0.00,0.00]=1.57;P4[11.00,11.00,0.00]=8.67;null;[12.09, 2.34, 0.0];[12.47,1.95,0.23];19:11:24.528;12.47;1.95;12.09;2.34;11.90;1.40;-0.19;-0.94;-0.57;-0.55
P3[13.00,0.00,0.00]=1.62;P2[8.00,2.40,0.00]=4.04;P4[11.00,11.00,0.00]=8.65;null;[12.11, 2.36, -0.0];[12.48,1.96,0.04];19:11:24.628;12.48;1.96;12.11;2.36;11.90;1.40;-0.21;-0.96;-0.58;-0.56
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.63;P4[11.00,11.00,0.00]=8.69;null;[12.07, 2.32, -0.0];[12.46,1.96,0.20];19:11:25.228;12.46;1.96;12.07;2.32;11.90;1.40;-0.17;-0.92;-0.56;-0.56
P3[13.00,0.00,0.00]=1.56;P2[8.00,2.40,0.00]=4.08;P4[11.00,11.00,0.00]=8.67;null;[12.14, 2.35, 0.0];[12.48,1.96,0.06];19:11:25.327;12.48;1.96;12.14;2.35;11.90;1.40;-0.24;-0.95;-0.58;-0.56
P2[8.00,2.40,0.00]=4.07;P3[13.00,0.00,0.00]=1.62;P4[11.00,11.00,0.00]=8.72;null;[12.13, 2.3, -0.0];[12.49,1.95,0.22];19:11:25.828;12.49;1.95;12.13;2.3;11.90;1.40;-0.23;-0.9;-0.59;-0.55
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=4.09;P4[11.00,11.00,0.00]=8.71;null;[12.15, 2.31, 0.0];[12.50,1.95,0.04];19:11:25.927;12.50;1.95;12.15;2.31;11.90;1.40;-0.25;-0.91;-0.6;-0.55
P2[8.00,2.40,0.00]=4.08;P3[13.00,0.00,0.00]=1.48;P4[11.00,11.00,0.00]=8.72;null;[12.14, 2.3, 0.0];[12.51,1.94,0.10];19:11:26.327;12.51;1.94;12.14;2.3;11.90;1.40;-0.24;-0.9;-0.61;-0.54
P3[13.00,0.00,0.00]=1.54;P2[8.00,2.40,0.00]=4.06;P4[11.00,11.00,0.00]=8.70;null;[12.12, 2.32, 0.0];[12.51,1.94,-0.03];19:11:26.427;12.51;1.94;12.12;2.32;11.90;1.40;-0.22;-0.92;-0.61;-0.54
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=3.99;P4[11.00,11.00,0.00]=8.74;null;[12.06, 2.27, -0.0];[12.49,1.92,-0.16];19:11:26.527;12.49;1.92;12.06;2.27;11.90;1.40;-0.16;-0.87;-0.59;-0.52
P2[8.00,2.40,0.00]=4.02;P3[13.00,0.00,0.00]=1.54;P4[11.00,11.00,0.00]=8.69;null;[12.09, 2.32, 0.0];[12.49,1.93,-0.03];19:11:26.927;12.49;1.93;12.09;2.32;11.90;1.40;-0.19;-0.92;-0.59;-0.53
P2[8.00,2.40,0.00]=4.03;P3[13.00,0.00,0.00]=1.63;P4[11.00,11.00,0.00]=8.69;P1[0.00,0.00,0.00]=12.10;[11.91, 2.29, 0.0];[12.47,1.93,0.13];19:11:27.331;12.47;1.93;11.91;2.29;11.90;1.40;-0.01;-0.89;-0.57;-0.53
P2[8.00,2.40,0.00]=4.04;P3[13.00,0.00,0.00]=1.62;P4[11.00,11.00,0.00]=8.72;null;[12.1, 2.3, 0.0];[12.47,1.93,0.28];19:11:27.627;12.47;1.93;12.1;2.3;11.90;1.40;-0.2;-0.9;-0.57;-0.53
P3[13.00,0.00,0.00]=1.57;P2[8.00,2.40,0.00]=4.02;P4[11.00,11.00,0.00]=8.71;null;[12.09, 2.3, 0.0];[12.47,1.93,0.07];19:11:27.727;12.47;1.93;12.09;2.3;11.90;1.40;-0.19;-0.9;-0.57;-0.53
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.72;null;[12.12, 2.3, 0.0];[12.48,1.92,0.15];19:11:28.027;12.48;1.92;12.12;2.3;11.90;1.40;-0.22;-0.9;-0.58;-0.52
P3[13.00,0.00,0.00]=1.49;P2[8.00,2.40,0.00]=4.05;P4[11.00,11.00,0.00]=8.71;null;[12.12, 2.3, -0.0];[12.49,1.92,0.06];19:11:28.126;12.49;1.92;12.12;2.3;11.90;1.40;-0.22;-0.9;-0.59;-0.52
P3[13.00,0.00,0.00]=1.60;P2[8.00,2.40,0.00]=4.01;P4[11.00,11.00,0.00]=8.70;null;[12.08, 2.31, 0.0];[12.48,1.92,-0.11];19:11:28.227;12.48;1.92;12.08;2.31;11.90;1.40;-0.18;-0.91;-0.58;-0.52
P2[8.00,2.40,0.00]=4.02;P3[13.00,0.00,0.00]=1.49;P4[11.00,11.00,0.00]=8.71;null;[12.09, 2.3, 0.0];[12.48,1.92,-0.02];19:11:28.627;12.48;1.92;12.09;2.3;11.90;1.40;-0.19;-0.9;-0.58;-0.52
P2[8.00,2.40,0.00]=4.05;P3[13.00,0.00,0.00]=1.50;P4[11.00,11.00,0.00]=8.73;null;[12.11, 2.29, 0.0];[12.49,1.92,0.08];19:11:29.826;12.49;1.92;12.11;2.29;11.90;1.40;-0.21;-0.89;-0.59;-0.52
P2[8.00,2.40,0.00]=4.11;P3[13.00,0.00,0.00]=1.49;P4[11.00,11.00,0.00]=8.70;null;[12.17, 2.32, -0.0];[12.51,1.92,0.11];19:11:30.126;12.51;1.92;12.17;2.32;11.90;1.40;-0.27;-0.92;-0.61;-0.52
P2[8.00,2.40,0.00]=4.08;P3[13.00,0.00,0.00]=1.48;P4[11.00,11.00,0.00]=8.72;null;[12.14, 2.3, 0.0];[12.52,1.92,0.15];19:11:31.125;12.52;1.92;12.14;2.3;11.90;1.40;-0.24;-0.9;-0.62;-0.52
P2[8.00,2.40,0.00]=4.08;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.70;null;[12.14, 2.32, -0.0];[12.53,1.93,0.18];19:11:31.326;12.53;1.93;12.14;2.32;11.90;1.40;-0.24;-0.92;-0.63;-0.53
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.50;P4[11.00,11.00,0.00]=8.71;null;[12.12, 2.3, 0.0];[12.53,1.92,0.21];19:11:31.626;12.53;1.92;12.12;2.3;11.90;1.40;-0.22;-0.9;-0.63;-0.52
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.49;P4[11.00,11.00,0.00]=8.72;P1[0.00,0.00,0.00]=12.00;[11.83, 2.24, 0.0];[12.49,1.91,0.20];19:11:31.829;12.49;1.91;11.83;2.24;11.90;1.40;0.07;-0.84;-0.59;-0.51
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=4.02;P4[11.00,11.00,0.00]=8.64;null;[12.09, 2.37, 0.0];[12.49,1.93,0.12];19:11:31.925;12.49;1.93;12.09;2.37;11.90;1.40;-0.19;-0.97;-0.59;-0.53
P3[13.00,0.00,0.00]=1.49;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=12.16;P4[11.00,11.00,0.00]=8.72;[11.96, 2.27, 0.0];[12.49,1.92,0.02];19:11:32.029;12.49;1.92;11.96;2.27;11.90;1.40;-0.06;-0.87;-0.59;-0.52
P3[13.00,0.00,0.00]=1.51;P2[8.00,2.40,0.00]=4.01;P4[11.00,11.00,0.00]=8.75;null;[12.08, 2.26, -0.0];[12.48,1.91,-0.10];19:11:32.125;12.48;1.91;12.08;2.26;11.90;1.40;-0.18;-0.86;-0.58;-0.51
P2[8.00,2.40,0.00]=4.03;P3[13.00,0.00,0.00]=1.49;P4[11.00,11.00,0.00]=8.72;P1[0.00,0.00,0.00]=12.08;[11.89, 2.26, 0.0];[12.47,1.91,-0.02];19:11:32.530;12.47;1.91;11.89;2.26;11.90;1.40;0.01;-0.86;-0.57;-0.51
P2[8.00,2.40,0.00]=4.04;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.74;null;[12.11, 2.28, -0.0];[12.47,1.90,0.10];19:11:32.924;12.47;1.90;12.11;2.28;11.90;1.40;-0.21;-0.88;-0.57;-0.5
P2[8.00,2.40,0.00]=4.11;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.68;null;[12.17, 2.34, 0.0];[12.50,1.92,0.17];19:11:33.125;12.50;1.92;12.17;2.34;11.90;1.40;-0.27;-0.94;-0.6;-0.52
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.56;P4[11.00,11.00,0.00]=8.75;null;[12.12, 2.27, 0.0];[12.50,1.91,0.29];19:11:33.524;12.50;1.91;12.12;2.27;11.90;1.40;-0.22;-0.87;-0.6;-0.51
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.48;P4[11.00,11.00,0.00]=8.76;null;[12.12, 2.26, 0.0];[12.50,1.90,0.31];19:11:33.925;12.50;1.90;12.12;2.26;11.90;1.40;-0.22;-0.86;-0.6;-0.5
P2[8.00,2.40,0.00]=4.01;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.70;null;[12.08, 2.31, 0.0];[12.50,1.91,0.29];19:11:34.524;12.50;1.91;12.08;2.31;11.90;1.40;-0.18;-0.91;-0.6;-0.51
P2[8.00,2.40,0.00]=4.03;P3[13.00,0.00,0.00]=1.54;P4[11.00,11.00,0.00]=8.76;null;[12.09, 2.26, 0.0];[12.49,1.90,0.37];19:11:35.824;12.49;1.90;12.09;2.26;11.90;1.40;-0.19;-0.86;-0.59;-0.5
