Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.12;P3[13.00,0.00,0.00]=13.63;P5[13.00,24.00,0.00]=10.42;[12.75, 13.62, 0.0];[12.77,13.92,0.72];19:35:10.885;12.77;13.92;12.75;13.62;12.10;13.39;-0.65;-0.23;-0.67;-0.53;0.69;0.85
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.22;P3[13.00,0.00,0.00]=13.56;P5[13.00,24.00,0.00]=10.42;[12.95, 13.58, 0.0];[12.83,13.90,0.66];19:35:10.986;12.83;13.90;12.95;13.58;12.10;13.39;-0.85;-0.19;-0.73;-0.51;0.87;0.89
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.43;P3[13.00,0.00,0.00]=13.59;[12.95, 13.6, 0.0];[12.87,13.89,0.65];19:35:11.185;12.87;13.89;12.95;13.6;12.10;13.39;-0.85;-0.21;-0.77;-0.5;0.88;0.92
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.17;P3[13.00,0.00,0.00]=13.59;P5[13.00,24.00,0.00]=10.39;[12.86, 13.61, 0.0];[12.87,13.89,0.62];19:35:11.286;12.87;13.89;12.86;13.61;12.10;13.39;-0.76;-0.22;-0.77;-0.5;0.79;0.92
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.20;P3[13.00,0.00,0.00]=13.56;P5[13.00,24.00,0.00]=10.42;[12.93, 13.58, 0.0];[12.90,13.88,0.57];19:35:11.385;12.90;13.88;12.93;13.58;12.10;13.39;-0.83;-0.19;-0.8;-0.49;0.85;0.94
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.19;P3[13.00,0.00,0.00]=13.64;P5[13.00,24.00,0.00]=10.50;[12.83, 13.6, 0.0];[12.86,13.89,0.62];19:35:11.485;12.86;13.89;12.83;13.6;12.10;13.39;-0.73;-0.21;-0.76;-0.5;0.76;0.91
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.17;P3[13.00,0.00,0.00]=13.54;P5[13.00,24.00,0.00]=10.40;[12.91, 13.58, 0.0];[12.89,13.88,0.52];19:35:11.585;12.89;13.88;12.91;13.58;12.10;13.39;-0.81;-0.19;-0.79;-0.49;0.83;0.93
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.46;P5[13.00,24.00,0.00]=10.47;[13.06, 13.5, 0.0];[12.95,13.87,0.61];19:35:11.686;12.95;13.87;13.06;13.5;12.10;13.39;-0.96;-0.11;-0.85;-0.48;0.97;0.98
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.45;P5[13.00,24.00,0.00]=10.49;[13.07, 13.49, 0.0];[13.01,13.86,0.65];19:35:11.785;13.01;13.86;13.07;13.49;12.10;13.39;-0.97;-0.1;-0.91;-0.47;0.98;1.02
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.47;P3[13.00,0.00,0.00]=13.61;[12.99, 13.59, 0.0];[13.01,13.87,0.64];19:35:11.885;13.01;13.87;12.99;13.59;12.10;13.39;-0.89;-0.2;-0.91;-0.48;0.91;1.03
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.41;P3[13.00,0.00,0.00]=13.56;[12.98, 13.58, 0.0];[13.02,13.86,0.61];19:35:11.986;13.02;13.86;12.98;13.58;12.10;13.39;-0.88;-0.19;-0.92;-0.47;0.9;1.03
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.47;P3[13.00,0.00,0.00]=13.50;[13.06, 13.53, 0.0];[13.04,13.86,0.70];19:35:12.086;13.04;13.86;13.06;13.53;12.10;13.39;-0.96;-0.14;-0.94;-0.47;0.97;1.05
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.44;P3[13.00,0.00,0.00]=13.56;[12.99, 13.57, 0.0];[13.04,13.86,0.66];19:35:12.185;13.04;13.86;12.99;13.57;12.10;13.39;-0.89;-0.18;-0.94;-0.47;0.91;1.05
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.58;[12.99, 13.55, 0.0];[13.04,13.86,0.61];19:35:12.285;13.04;13.86;12.99;13.55;12.10;13.39;-0.89;-0.16;-0.94;-0.47;0.9;1.05
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.43;P3[13.00,0.00,0.00]=13.40;[13.05, 13.48, 0.0];[13.10,13.84,0.57];19:35:12.386;13.10;13.84;13.05;13.48;12.10;13.39;-0.95;-0.09;-1.0;-0.45;0.95;1.1
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.46;P3[13.00,0.00,0.00]=13.64;[12.96, 13.62, 0.0];[13.05,13.86,0.63];19:35:12.486;13.05;13.86;12.96;13.62;12.10;13.39;-0.86;-0.23;-0.95;-0.47;0.89;1.06
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.67;[12.88, 13.62, 0.0];[12.99,13.88,0.66];19:35:12.585;12.99;13.88;12.88;13.62;12.10;13.39;-0.78;-0.23;-0.89;-0.49;0.81;1.02
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.21;P3[13.00,0.00,0.00]=13.60;P5[13.00,24.00,0.00]=10.50;[12.92, 13.58, 0.0];[12.96,13.89,0.65];19:35:12.685;12.96;13.89;12.92;13.58;12.10;13.39;-0.82;-0.19;-0.86;-0.5;0.84;0.99
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.21;P3[13.00,0.00,0.00]=13.51;P5[13.00,24.00,0.00]=10.44;[12.97, 13.54, 0.0];[12.99,13.86,0.58];19:35:12.786;12.99;13.86;12.97;13.54;12.10;13.39;-0.87;-0.15;-0.89;-0.47;0.88;1.01
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.20;P3[13.00,0.00,0.00]=13.62;P5[13.00,24.00,0.00]=10.42;[12.87, 13.62, 0.0];[12.95,13.87,0.60];19:35:12.885;12.95;13.87;12.87;13.62;12.10;13.39;-0.77;-0.23;-0.85;-0.48;0.8;0.98
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.24;P3[13.00,0.00,0.00]=13.53;P5[13.00,24.00,0.00]=10.39;[12.98, 13.57, 0.0];[12.98,13.86,0.58];19:35:12.985;12.98;13.86;12.98;13.57;12.10;13.39;-0.88;-0.18;-0.88;-0.47;0.9;1.0
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.63;P5[13.00,24.00,0.00]=10.47;[12.96, 13.61, 0.0];[12.96,13.87,0.63];19:35:13.085;12.96;13.87;12.96;13.61;12.10;13.39;-0.86;-0.22;-0.86;-0.48;0.89;0.98
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.28;P3[13.00,0.00,0.00]=13.61;P5[13.00,24.00,0.00]=10.42;[12.99, 13.61, 0.0];[12.96,13.88,0.66];19:35:13.186;12.96;13.88;12.99;13.61;12.10;13.39;-0.89;-0.22;-0.86;-0.49;0.92;0.99
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.57;P5[13.00,24.00,0.00]=10.43;[12.96, 13.58, 0.0];[12.97,13.88,0.60];19:35:13.285;12.97;13.88;12.96;13.58;12.10;13.39;-0.86;-0.19;-0.87;-0.49;0.88;1.0
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.24;P3[13.00,0.00,0.00]=13.50;P5[13.00,24.00,0.00]=10.43;[13.01, 13.54, 0.0];[12.99,13.87,0.68];19:35:13.386;12.99;13.87;13.01;13.54;12.10;13.39;-0.91;-0.15;-0.89;-0.48;0.92;1.01
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.25;P3[13.00,0.00,0.00]=13.59;P5[13.00,24.00,0.00]=10.42;[12.96, 13.6, 0.0];[12.98,13.87,0.68];19:35:13.485;12.98;13.87;12.96;13.6;12.10;13.39;-0.86;-0.21;-0.88;-0.48;0.89;1.0
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.25;P3[13.00,0.00,0.00]=13.46;P5[13.00,24.00,0.00]=10.44;[13.04, 13.51, 0.0];[13.02,13.86,0.74];19:35:13.586;13.02;13.86;13.04;13.51;12.10;13.39;-0.94;-0.12;-0.92;-0.47;0.95;1.03
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.60;[13.03, 13.56, 0.0];[13.01,13.87,0.74];19:35:13.685;13.01;13.87;13.03;13.56;12.10;13.39;-0.93;-0.17;-0.91;-0.48;0.95;1.03
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.30;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.56;[13.08, 13.55, 0.0];[13.04,13.86,0.69];19:35:13.785;13.04;13.86;13.08;13.55;12.10;13.39;-0.98;-0.16;-0.94;-0.47;0.99;1.05
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.43;P3[13.00,0.00,0.00]=13.58;[12.99, 13.59, 0.0];[13.03,13.86,0.67];19:35:13.885;13.03;13.86;12.99;13.59;12.10;13.39;-0.89;-0.2;-0.93;-0.47;0.91;1.04
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.29;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.60;[13.04, 13.58, 0.0];[13.02,13.87,0.70];19:35:13.985;13.02;13.87;13.04;13.58;12.10;13.39;-0.94;-0.19;-0.92;-0.48;0.96;1.04
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.42;P3[13.00,0.00,0.00]=13.66;[12.92, 13.64, 0.0];[12.98,13.89,0.72];19:35:14.085;12.98;13.89;12.92;13.64;12.10;13.39;-0.82;-0.25;-0.88;-0.5;0.86;1.01
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.27;P3[13.00,0.00,0.00]=13.56;P5[13.00,24.00,0.00]=10.39;[13.0, 13.59, 0.0];[13.00,13.88,0.70];19:35:14.185;13.00;13.88;13.0;13.59;12.10;13.39;-0.9;-0.2;-0.9;-0.49;0.92;1.02
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.46;P3[13.00,0.00,0.00]=13.58;[12.98, 13.58, 0.0];[13.01,13.87,0.66];19:35:14.285;13.01;13.87;12.98;13.58;12.10;13.39;-0.88;-0.19;-0.91;-0.48;0.9;1.03
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.62;[12.91, 13.59, 0.0];[12.96,13.88,0.69];19:35:14.385;12.96;13.88;12.91;13.59;12.10;13.39;-0.81;-0.2;-0.86;-0.49;0.83;0.99
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.28;P3[13.00,0.00,0.00]=13.73;P5[13.00,24.00,0.00]=10.51;[12.87, 13.65, 0.0];[12.94,13.89,0.56];19:35:14.485;12.94;13.89;12.87;13.65;12.10;13.39;-0.77;-0.26;-0.84;-0.5;0.81;0.98
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.66;P5[13.00,24.00,0.00]=10.39;[12.91, 13.65, 0.0];[12.92,13.90,0.62];19:35:14.585;12.92;13.90;12.91;13.65;12.10;13.39;-0.81;-0.26;-0.82;-0.51;0.85;0.97
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.27;P3[13.00,0.00,0.00]=13.62;P5[13.00,24.00,0.00]=10.51;[13.0, 13.59, 0.0];[12.93,13.90,0.63];19:35:14.685;12.93;13.90;13.0;13.59;12.10;13.39;-0.9;-0.2;-0.83;-0.51;0.92;0.97
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.69;P5[13.00,24.00,0.00]=10.52;[12.9, 13.63, 0.0];[12.89,13.92,0.70];19:35:14.785;12.89;13.92;12.9;13.63;12.10;13.39;-0.8;-0.24;-0.79;-0.53;0.84;0.95
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.28;P3[13.00,0.00,0.00]=13.66;P5[13.00,24.00,0.00]=10.44;[12.95, 13.64, 0.0];[12.89,13.92,0.73];19:35:14.885;12.89;13.92;12.95;13.64;12.10;13.39;-0.85;-0.25;-0.79;-0.53;0.89;0.95
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.24;P3[13.00,0.00,0.00]=13.62;P5[13.00,24.00,0.00]=10.46;[12.94, 13.6, 0.0];[12.89,13.92,0.73];19:35:14.985;12.89;13.92;12.94;13.6;12.10;13.39;-0.84;-0.21;-0.79;-0.53;0.87;0.95
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.22;P3[13.00,0.00,0.00]=13.65;P5[13.00,24.00,0.00]=10.38;[12.86, 13.65, 0.0];[12.86,13.92,0.75];19:35:15.086;12.86;13.92;12.86;13.65;12.10;13.39;-0.76;-0.26;-0.76;-0.53;0.8;0.93
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.29;P3[13.00,0.00,0.00]=13.59;P5[13.00,24.00,0.00]=10.50;[13.05, 13.57, 0.0];[12.91,13.91,0.70];19:35:15.185;12.91;13.91;13.05;13.57;12.10;13.39;-0.95;-0.18;-0.81;-0.52;0.97;0.96
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.61;P5[13.00,24.00,0.00]=10.44;[12.93, 13.6, 0.0];[12.91,13.90,0.70];19:35:15.285;12.91;13.90;12.93;13.6;12.10;13.39;-0.83;-0.21;-0.81;-0.51;0.86;0.96
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.24;P3[13.00,0.00,0.00]=13.67;P5[13.00,24.00,0.00]=10.48;[12.88, 13.63, 0.0];[12.87,13.91,0.76];19:35:15.385;12.87;13.91;12.88;13.63;12.10;13.39;-0.78;-0.24;-0.77;-0.52;0.82;0.93
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.19;P3[13.00,0.00,0.00]=13.59;P5[13.00,24.00,0.00]=10.47;[12.9, 13.58, 0.0];[12.87,13.91,0.71];19:35:15.485;12.87;13.91;12.9;13.58;12.10;13.39;-0.8;-0.19;-0.77;-0.52;0.82;0.93
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.68;P5[13.00,24.00,0.00]=10.47;[12.91, 13.64, 0.0];[12.86,13.92,0.74];19:35:15.585;12.86;13.92;12.91;13.64;12.10;13.39;-0.81;-0.25;-0.76;-0.53;0.85;0.93
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.27;P3[13.00,0.00,0.00]=13.61;P5[13.00,24.00,0.00]=10.48;[13.0, 13.59, 0.0];[12.89,13.91,0.73];19:35:15.685;12.89;13.91;13.0;13.59;12.10;13.39;-0.9;-0.2;-0.79;-0.52;0.92;0.95
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.24;P3[13.00,0.00,0.00]=13.68;P5[13.00,24.00,0.00]=10.36;[12.86, 13.68, 0.0];[12.85,13.92,0.76];19:35:15.785;12.85;13.92;12.86;13.68;12.10;13.39;-0.76;-0.29;-0.75;-0.53;0.81;0.92
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.58;P5[13.00,24.00,0.00]=10.50;[13.01, 13.57, 0.0];[12.90,13.91,0.70];19:35:15.885;12.90;13.91;13.01;13.57;12.10;13.39;-0.91;-0.18;-0.8;-0.52;0.93;0.95
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.22;P3[13.00,0.00,0.00]=13.63;P5[13.00,24.00,0.00]=10.50;[12.9, 13.59, 0.0];[12.88,13.91,0.73];19:35:15.985;12.88;13.91;12.9;13.59;12.10;13.39;-0.8;-0.2;-0.78;-0.52;0.82;0.94
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.54;P5[13.00,24.00,0.00]=10.46;[12.98, 13.56, 0.0];[12.92,13.89,0.62];19:35:16.086;12.92;13.89;12.98;13.56;12.10;13.39;-0.88;-0.17;-0.82;-0.5;0.9;0.96
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.62;P5[13.00,24.00,0.00]=10.35;[12.94, 13.64, 0.0];[12.92,13.89,0.65];19:35:16.185;12.92;13.89;12.94;13.64;12.10;13.39;-0.84;-0.25;-0.82;-0.5;0.88;0.96
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.60;P5[13.00,24.00,0.00]=10.47;[12.94, 13.59, 0.0];[12.92,13.89,0.66];19:35:16.285;12.92;13.89;12.94;13.59;12.10;13.39;-0.84;-0.2;-0.82;-0.5;0.86;0.96
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.25;P3[13.00,0.00,0.00]=13.58;P5[13.00,24.00,0.00]=10.41;[12.97, 13.6, 0.0];[12.95,13.88,0.65];19:35:16.385;12.95;13.88;12.97;13.6;12.10;13.39;-0.87;-0.21;-0.85;-0.49;0.89;0.98
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.34;P3[13.00,0.00,0.00]=13.52;P5[13.00,24.00,0.00]=10.44;[13.11, 13.55, 0.0];[13.01,13.88,0.72];19:35:16.486;13.01;13.88;13.11;13.55;12.10;13.39;-1.01;-0.16;-0.91;-0.49;1.02;1.03
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.31;P5[13.00,24.00,0.00]=10.43;P3[13.00,0.00,0.00]=13.63;[13.02, 13.62, 0.0];[13.00,13.89,0.73];19:35:16.585;13.00;13.89;13.02;13.62;12.10;13.39;-0.92;-0.23;-0.9;-0.5;0.95;1.03
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.29;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.54;[13.08, 13.53, 0.0];[13.05,13.88,0.58];19:35:16.685;13.05;13.88;13.08;13.53;12.10;13.39;-0.98;-0.14;-0.95;-0.49;0.99;1.07
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.46;P3[13.00,0.00,0.00]=13.65;[12.86, 13.62, 0.0];[12.99,13.89,0.61];19:35:16.785;12.99;13.89;12.86;13.62;12.10;13.39;-0.76;-0.23;-0.89;-0.5;0.79;1.02
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.60;P5[13.00,24.00,0.00]=10.42;[12.97, 13.6, 0.0];[12.98,13.89,0.65];19:35:16.884;12.98;13.89;12.97;13.6;12.10;13.39;-0.87;-0.21;-0.88;-0.5;0.89;1.01
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.27;P3[13.00,0.00,0.00]=13.67;P5[13.00,24.00,0.00]=10.44;[12.93, 13.64, 0.0];[12.95,13.90,0.69];19:35:16.985;12.95;13.90;12.93;13.64;12.10;13.39;-0.83;-0.25;-0.85;-0.51;0.87;0.99
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.31;P3[13.00,0.00,0.00]=13.47;P5[13.00,24.00,0.00]=10.29;[13.04, 13.57, 0.0];[13.02,13.89,0.72];19:35:17.086;13.02;13.89;13.04;13.57;12.10;13.39;-0.94;-0.18;-0.92;-0.5;0.96;1.05
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.80;P3[13.00,0.00,0.00]=13.61;[13.45, 13.47, 0.0];[13.03,13.89,0.71];19:35:17.185;13.03;13.89;13.45;13.47;12.10;13.39;-1.35;-0.08;-0.93;-0.5;1.35;1.06
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.40;P3[13.00,0.00,0.00]=13.53;[13.01, 13.57, 0.0];[13.07,13.87,0.55];19:35:17.285;13.07;13.87;13.01;13.57;12.10;13.39;-0.91;-0.18;-0.97;-0.48;0.93;1.08
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.42;P3[13.00,0.00,0.00]=13.74;[12.79, 13.69, 0.0];[13.00,13.89,0.52];19:35:17.385;13.00;13.89;12.79;13.69;12.10;13.39;-0.69;-0.3;-0.9;-0.5;0.75;1.03
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.44;P3[13.00,0.00,0.00]=13.47;[13.04, 13.52, 0.0];[13.04,13.88,0.59];19:35:17.486;13.04;13.88;13.04;13.52;12.10;13.39;-0.94;-0.13;-0.94;-0.49;0.95;1.06
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.41;P3[13.00,0.00,0.00]=13.75;[12.81, 13.7, 0.0];[12.98,13.89,0.58];19:35:17.584;12.98;13.89;12.81;13.7;12.10;13.39;-0.71;-0.31;-0.88;-0.5;0.77;1.01
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.27;P3[13.00,0.00,0.00]=13.58;P5[13.00,24.00,0.00]=10.43;[13.0, 13.59, 0.0];[13.00,13.88,0.59];19:35:17.685;13.00;13.88;13.0;13.59;12.10;13.39;-0.9;-0.2;-0.9;-0.49;0.92;1.02
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.25;P3[13.00,0.00,0.00]=13.59;P5[13.00,24.00,0.00]=10.35;[12.95, 13.62, 0.0];[13.00,13.89,0.57];19:35:17.785;13.00;13.89;12.95;13.62;12.10;13.39;-0.85;-0.23;-0.9;-0.5;0.88;1.03
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.44;P5[13.00,24.00,0.00]=10.43;[13.05, 13.51, 0.0];[13.05,13.87,0.63];19:35:17.886;13.05;13.87;13.05;13.51;12.10;13.39;-0.95;-0.12;-0.95;-0.48;0.96;1.06
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.18;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.54;[12.94, 13.53, 0.0];[13.03,13.86,0.55];19:35:17.985;13.03;13.86;12.94;13.53;12.10;13.39;-0.84;-0.14;-0.93;-0.47;0.85;1.04
