Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P7[2.90,24.00,0.00]=3.55;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.03;[2.15,20.38,-0.63];19:22:47.234
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.16;[2.19,20.39,-0.71];19:22:47.333
P7[2.90,24.00,0.00]=3.55;P6[6.70,18.03,0.00]=4.86;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.15;[2.21,20.39,-0.72];19:22:47.434
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.09;[2.22,20.38,-0.77];19:22:47.534
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.03;[2.23,20.39,-0.70];19:22:47.632
P7[2.90,24.00,0.00]=3.56;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.97;[2.24,20.39,-0.62];19:22:47.732
P7[2.90,24.00,0.00]=3.56;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.12;[2.24,20.40,-0.55];19:22:47.833
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.19;[2.23,20.40,-0.52];19:22:47.933
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.14;[2.23,20.39,-0.63];19:22:48.033
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.10;[2.26,20.39,-0.67];19:22:48.133
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.51;P8[5.90,10.00,0.00]=11.07;[2.28,20.40,-0.76];19:22:48.232
P7[2.90,24.00,0.00]=3.54;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.12;[2.28,20.41,-0.68];19:22:48.333
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.08;[2.30,20.41,-0.71];19:22:48.433
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.95;[2.29,20.40,-0.71];19:22:48.532
P7[2.90,24.00,0.00]=3.58;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.98;[2.28,20.40,-0.58];19:22:48.633
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.08;[2.29,20.39,-0.59];19:22:48.733
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.05;[2.30,20.39,-0.61];19:22:48.833
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.10;[2.31,20.39,-0.68];19:22:48.934
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.88;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.05;[2.33,20.38,-0.73];19:22:49.033
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.99;[2.33,20.37,-0.76];19:22:49.133
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=10.81;[2.32,20.36,-0.29];19:22:49.232
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.17;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=10.88;[2.28,20.34,-0.04];19:22:49.332
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=10.86;[2.25,20.38,0.19];19:22:49.432
P7[2.90,24.00,0.00]=3.69;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.81;null;[2.29,20.36,0.32];19:22:49.528
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.74;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.02;[2.35,20.35,0.00];19:22:49.633
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=4.75;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.97;[2.41,20.35,-0.28];19:22:49.733
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.73;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.08;[2.42,20.33,-0.27];19:22:49.833
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.77;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.96;[2.43,20.32,-0.41];19:22:49.933
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.87;[2.41,20.33,-0.13];19:22:50.031
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.85;[2.41,20.33,0.07];19:22:50.131
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.93;[2.37,20.37,0.23];19:22:50.231
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.09;[2.36,20.38,0.01];19:22:50.333
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.10;[2.36,20.37,-0.21];19:22:50.433
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.96;[2.35,20.37,-0.31];19:22:50.532
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=4.83;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.95;[2.36,20.36,-0.35];19:22:50.633
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.87;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.07;[2.36,20.35,-0.47];19:22:50.733
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.02;[2.34,20.34,-0.62];19:22:50.833
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.07;[2.34,20.35,-0.69];19:22:50.933
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.10;[2.33,20.36,-0.74];19:22:51.033
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.97;[2.32,20.36,-0.78];19:22:51.132
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.06;[2.30,20.36,-0.73];19:22:51.233
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.10;[2.30,20.37,-0.73];19:22:51.333
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.95;[2.28,20.37,-0.67];19:22:51.433
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.84;[2.33,20.36,-0.27];19:22:51.531
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=11.04;[2.34,20.38,-0.46];19:22:51.632
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.92;[2.32,20.37,-0.49];19:22:51.732
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.05;[2.30,20.35,-0.49];19:22:51.834
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.97;[2.28,20.35,-0.43];19:22:51.933
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.91;[2.27,20.35,-0.50];19:22:52.031
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.91;[2.26,20.35,-0.22];19:22:52.132
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.95;[2.26,20.35,-0.41];19:22:52.232
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.07;[2.27,20.36,-0.53];19:22:52.333
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=11.11;[2.27,20.34,-0.57];19:22:52.433
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.77;[2.21,20.32,-0.57];19:22:52.532
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.86;[2.26,20.33,-0.22];19:22:52.631
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.95;[2.25,20.32,-0.33];19:22:52.732
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.92;[2.26,20.33,-0.32];19:22:52.833
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.88;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.08;[2.28,20.33,-0.38];19:22:52.934
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.97;[2.26,20.33,-0.41];19:22:53.032
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.84;[2.31,20.34,-0.08];19:22:53.131
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.84;[2.31,20.33,0.03];19:22:53.232
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.05;[2.30,20.34,-0.20];19:22:53.333
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.06;[2.30,20.35,-0.34];19:22:53.433
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.89;[2.31,20.35,-0.50];19:22:53.531
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.96;[2.32,20.36,-0.59];19:22:53.632
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=10.92;[2.32,20.37,-0.69];19:22:53.731
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.07;[2.32,20.36,-0.74];19:22:53.833
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.91;[2.35,20.37,-0.31];19:22:53.932
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.99;[2.36,20.37,-0.49];19:22:54.032
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.88;[2.36,20.37,-0.54];19:22:54.131
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.98;[2.33,20.37,-0.57];19:22:54.233
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.98;[2.31,20.37,-0.61];19:22:54.333
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.06;[2.32,20.38,-0.68];19:22:54.432
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=10.91;[2.30,20.37,-0.68];19:22:54.531
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.91;[2.31,20.37,-0.26];19:22:54.631
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.98;[2.25,20.43,-0.02];19:22:54.732
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.98;[2.24,20.41,-0.17];19:22:54.832
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.02;[2.25,20.41,-0.36];19:22:54.932
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.91;[2.25,20.40,-0.12];19:22:55.032
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.88;[2.24,20.40,-0.38];19:22:55.131
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.98;[2.22,20.38,-0.41];19:22:55.232
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.97;[2.24,20.38,-0.53];19:22:55.332
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.04;[2.26,20.38,-0.65];19:22:55.433
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.91;[2.28,20.38,-0.26];19:22:55.531
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=10.97;[2.31,20.39,-0.43];19:22:55.632
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.85;[2.35,20.38,-0.13];19:22:55.732
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.00;[2.33,20.39,-0.33];19:22:55.832
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.06;[2.33,20.39,-0.48];19:22:55.933
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.00;[2.31,20.39,-0.58];19:22:56.032
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.85;[2.28,20.36,-0.53];19:22:56.131
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.84;[2.24,20.35,-0.63];19:22:56.231
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.03;[2.24,20.36,-0.67];19:22:56.332
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.03;[2.23,20.36,-0.72];19:22:56.433
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=10.85;[2.19,20.36,-0.73];19:22:56.532
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.84;[2.16,20.35,-0.73];19:22:56.631
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.97;[2.18,20.37,-0.76];19:22:56.731
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.03;[2.19,20.37,-0.82];19:22:56.834
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.02;[2.18,20.39,-0.90];19:22:56.933
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.95;[2.19,20.38,-0.85];19:22:57.032
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.93;[2.16,20.37,-0.72];19:22:57.132
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.88;[2.16,20.37,-0.81];19:22:57.231
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.05;[2.19,20.38,-0.87];19:22:57.332
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=10.97;[2.21,20.38,-0.90];19:22:57.434
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.00;[2.21,20.36,-0.83];19:22:57.533
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.05;[2.25,20.37,-0.84];19:22:57.633
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.99;[2.26,20.37,-0.84];19:22:57.732
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=11.07;[2.28,20.39,-0.86];19:22:57.833
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.07;[2.28,20.39,-0.89];19:22:57.932
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.92;[2.29,20.39,-0.43];19:22:58.031
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=10.96;[2.32,20.39,-0.43];19:22:58.132
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.99;[2.31,20.38,-0.50];19:22:58.233
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.03;[2.27,20.38,-0.55];19:22:58.332
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.06;[2.25,20.38,-0.61];19:22:58.432
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.92;[2.23,20.38,-0.30];19:22:58.532
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.36;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.97;[2.09,20.38,-0.49];19:22:58.632
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.92;[2.15,20.38,-0.63];19:22:58.731
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=11.03;[2.18,20.37,-0.53];19:22:58.831
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=11.09;[2.23,20.39,-0.67];19:22:58.933
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.80;[2.17,20.37,-0.77];19:22:59.031
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.18;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.07;[2.15,20.38,-0.82];19:22:59.132
