Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.43;[11.14,21.12,-1.45];19:18:55.195
P5[13.00,24.00,0.00]=3.72;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.30;[11.16,21.11,-1.44];19:18:55.294
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.32;[11.16,21.10,-1.45];19:18:55.393
P5[13.00,24.00,0.00]=3.74;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.42;[11.17,21.09,-1.45];19:18:55.495
P5[13.00,24.00,0.00]=3.66;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.38;[11.16,21.10,-1.41];19:18:55.595
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.23;P6[6.70,18.03,0.00]=5.65;P4[11.00,11.00,0.00]=10.32;[11.16,21.10,-1.46];19:18:55.693
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.19;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.45;[11.15,21.10,-1.47];19:18:55.795
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.21;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.33;[11.14,21.10,-1.48];19:18:55.894
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.34;[11.14,21.09,-1.48];19:18:55.993
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.22;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.33;[11.12,21.09,-1.50];19:18:56.093
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.19;P6[6.70,18.03,0.00]=5.66;P4[11.00,11.00,0.00]=10.28;[11.14,21.09,-1.52];19:18:56.194
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.30;[11.15,21.08,-1.52];19:18:56.293
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.20;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.40;[11.13,21.09,-1.52];19:18:56.394
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.19;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.30;[11.13,21.09,-1.53];19:18:56.493
P5[13.00,24.00,0.00]=3.73;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.26;[11.13,21.09,-1.49];19:18:56.594
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.16;P6[6.70,18.03,0.00]=5.52;P4[11.00,11.00,0.00]=10.30;[11.12,21.08,-1.47];19:18:56.693
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.17;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.35;[11.11,21.08,-1.48];19:18:56.794
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.30;[11.13,21.07,-1.48];19:18:56.893
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.16;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.40;[11.14,21.07,-1.51];19:18:56.994
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.53;P4[11.00,11.00,0.00]=10.43;[11.13,21.06,-1.49];19:18:57.095
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.34;[11.14,21.06,-1.49];19:18:57.194
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.20;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.28;[11.12,21.07,-1.49];19:18:57.293
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.21;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.41;[11.12,21.07,-1.53];19:18:57.393
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.18;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.37;[11.12,21.08,-1.51];19:18:57.494
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.16;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.28;[11.12,21.08,-1.50];19:18:57.592
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.27;[11.12,21.07,-1.51];19:18:57.693
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.37;[11.12,21.06,-1.52];19:18:57.794
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.39;[11.13,21.06,-1.51];19:18:57.894
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.32;[11.13,21.06,-1.50];19:18:57.993
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.17;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.32;[11.12,21.06,-1.49];19:18:58.093
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.16;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.39;[11.12,21.06,-1.51];19:18:58.193
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.52;P4[11.00,11.00,0.00]=10.35;[11.11,21.05,-1.51];19:18:58.293
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.53;P4[11.00,11.00,0.00]=10.32;[11.11,21.05,-1.50];19:18:58.393
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.18;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.29;[11.11,21.05,-1.52];19:18:58.493
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.23;[11.12,21.05,-1.53];19:18:58.593
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.24;[11.12,21.05,-1.51];19:18:58.693
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.20;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.22;[11.12,21.06,-1.50];19:18:58.793
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.32;[11.14,21.06,-1.50];19:18:58.893
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.23;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.37;[11.13,21.07,-1.51];19:18:58.993
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.29;[11.13,21.06,-1.51];19:18:59.093
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.62;P4[11.00,11.00,0.00]=10.33;[11.15,21.05,-1.51];19:18:59.193
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.32;[11.15,21.05,-1.51];19:18:59.293
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.36;[11.16,21.04,-1.49];19:18:59.394
P5[13.00,24.00,0.00]=3.75;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.41;[11.16,21.05,-1.48];19:18:59.494
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.65;P4[11.00,11.00,0.00]=10.38;[11.18,21.04,-1.50];19:18:59.594
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.31;[11.17,21.04,-1.49];19:18:59.693
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.35;[11.17,21.04,-1.48];19:18:59.794
P5[13.00,24.00,0.00]=3.74;P9[13.00,16.50,0.00]=5.04;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.36;[11.18,21.03,-1.44];19:18:59.895
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.64;P4[11.00,11.00,0.00]=10.41;[11.19,21.03,-1.46];19:18:59.994
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.26;[11.17,21.03,-1.46];19:19:00.093
P5[13.00,24.00,0.00]=3.83;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.25;[11.18,21.02,-1.49];19:19:00.192
